Срок размещения объявления (дней),Модель машины,Год выпуска,"Пробег, км","Цена машины, ₽",Тип машины,Привод,Тип бензина,Ссылка
3,BMW X6 3.0 AT,2023,6500,10800000,внедорожник,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_x6_3.0_at_2023_6_500_km_4137852326
2,BMW 3 серия 2.0 AT,2014,191838,1530000,седан,задний,бензин,https://www.avito.ru/sankt-peterburg/avtomobili/bmw_3_seriya_2.0_at_2014_191_838_km_3708498128
6,BMW 3 серия GT 2.0 AT,2014,130000,2420000,лифтбек,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_3_seriya_gt_2.0_at_2014_130_000_km_3465237728
0,BMW 5 серия 2.0 AT,2010,220000,1247000,седан,задний,бензин,https://www.avito.ru/krasnodar/avtomobili/bmw_5_seriya_2.0_at_2010_220_000_km_3889431731
2,BMW X1 2.0 AT,2012,177000,1394000,внедорожник,полный,бензин,https://www.avito.ru/sankt-peterburg/avtomobili/bmw_x1_2.0_at_2012_177_000_km_3863522309
1,BMW 7 серия 3.0 AT,2018,44220,5549000,седан,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_7_seriya_3.0_at_2018_44_220_km_4026402589
3,BMW 7 серия 3.0 AT,2020,35194,8995000,седан,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_7_seriya_3.0_at_2020_35_194_km_4193801443
0,BMW X5 3.0 AT,2020,59600,7850000,внедорожник,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_x5_3.0_at_2020_59_600_km_3591725992
1,BMW X6 3.0 AT,2023,5132,15350000,внедорожник,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_x6_3.0_at_2023_5_132_km_3808134498
0,BMW X5 3.0 AT,2010,183422,2248000,внедорожник,полный,дизель,https://www.avito.ru/voronezh/avtomobili/bmw_x5_3.0_at_2010_183_422_km_3678708076
1,BMW M8 серия Gran Coupe 4.4 AT,2020,32500,14300000,седан,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_m8_seriya_gran_coupe_4.4_at_2020_32_500_km_3646769048
2,BMW X1 1.5 AT,2017,49000,1730000,внедорожник,передний,бензин,https://www.avito.ru/krasnodar/avtomobili/bmw_x1_1.5_at_2017_49_000_km_3889023887
5,BMW X3 3.0 AT,2020,155000,4170000,внедорожник,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_x3_3.0_at_2020_155_000_km_4069905107
5,BMW 3 серия 3.0 AT,2021,56600,3900000,седан,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_3_seriya_3.0_at_2021_56_600_km_3873077464
0,BMW 3 серия 3.0 AT,2019,149000,4750000,седан,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_3_seriya_3.0_at_2019_149_000_km_3940376841
6,BMW X7 3.0 AT,2019,50000,9350000,внедорожник,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_x7_3.0_at_2019_50_000_km_3872091765
7,BMW X3 2.0 AT,2022,19000,6000000,внедорожник,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_x3_2.0_at_2022_19_000_km_3593521037
1,BMW 3 серия 2.0 AT,2019,117936,3945000,седан,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_3_seriya_2.0_at_2019_117_936_km_4138271341
7,BMW X7 3.0 AT,2023,28000,14350000,внедорожник,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_x7_3.0_at_2023_28_000_km_3787156454
1,BMW 7 серия 3.0 AT,2021,45600,8499000,седан,полный,дизель,https://www.avito.ru/naberezhnye_chelny/avtomobili/bmw_7_seriya_3.0_at_2021_45_600_km_3397321405
3,BMW X6 3.0 AT,2023,6500,10800000,внедорожник,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_x6_3.0_at_2023_6_500_km_4137852326
2,BMW 3 серия 2.0 AT,2014,191838,1530000,седан,задний,бензин,https://www.avito.ru/sankt-peterburg/avtomobili/bmw_3_seriya_2.0_at_2014_191_838_km_3708498128
6,BMW 3 серия GT 2.0 AT,2014,130000,2420000,лифтбек,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_3_seriya_gt_2.0_at_2014_130_000_km_3465237728
0,BMW 5 серия 2.0 AT,2010,220000,1247000,седан,задний,бензин,https://www.avito.ru/krasnodar/avtomobili/bmw_5_seriya_2.0_at_2010_220_000_km_3889431731
2,BMW X1 2.0 AT,2012,177000,1394000,внедорожник,полный,бензин,https://www.avito.ru/sankt-peterburg/avtomobili/bmw_x1_2.0_at_2012_177_000_km_3863522309
1,BMW 7 серия 3.0 AT,2018,44220,5549000,седан,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_7_seriya_3.0_at_2018_44_220_km_4026402589
3,BMW 7 серия 3.0 AT,2020,35194,8995000,седан,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_7_seriya_3.0_at_2020_35_194_km_4193801443
0,BMW X5 3.0 AT,2020,59600,7850000,внедорожник,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_x5_3.0_at_2020_59_600_km_3591725992
1,BMW X6 3.0 AT,2023,5132,15350000,внедорожник,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_x6_3.0_at_2023_5_132_km_3808134498
4,BMW X6 3.0 AT,2023,45,15800000,внедорожник,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_x6_3.0_at_2023_45_km_3807688679
2,BMW X5 3.0 AT,2019,63000,7999000,внедорожник,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_x5_3.0_at_2019_63_000_km_3984294055
7,BMW X5 3.0 AT,2019,150000,5150000,внедорожник,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_x5_3.0_at_2019_150_000_km_3949992178
2,BMW 3 серия 2.0 AT,2013,224865,1995000,седан,задний,дизель,https://www.avito.ru/moskva/avtomobili/bmw_3_seriya_2.0_at_2013_224_865_km_3973063025
2,BMW X4 2.0 AT,2017,87659,3560000,внедорожник,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_x4_2.0_at_2017_87_659_km_3903705197
1,BMW X7 3.0 AT,2023,0,17536000,внедорожник,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_x7_3.0_at_2023_3904226822
5,BMW 6 серия GT 3.0 AT,2019,122000,4000000,лифтбек,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_6_seriya_gt_3.0_at_2019_122_000_km_3988475621
14,BMW 5 серия 2.0 AT,2013,184332,1390000,седан,задний,бензин,https://www.avito.ru/moskva/avtomobili/bmw_5_seriya_2.0_at_2013_184_332_km_3857072411
2,BMW X6 3.0 AT,2020,119000,7670000,внедорожник,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_x6_3.0_at_2020_119_000_km_3750985317
7,BMW X6 3.0 AT,2012,184400,2300000,внедорожник,полный,бензин,https://www.avito.ru/krasnodar/avtomobili/bmw_x6_3.0_at_2012_184_400_km_4113734488
1,BMW 3 серия 2.0 AT,2016,109000,2095000,седан,полный,бензин,https://www.avito.ru/voronezh/avtomobili/bmw_3_seriya_2.0_at_2016_109_000_km_3606795853
7,BMW X3 2.0 AT,2022,535,5950000,внедорожник,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_x3_2.0_at_2022_535_km_3786964157
3,BMW X5 4.4 AT,2023,1600,16400000,внедорожник,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_x5_4.4_at_2023_1_600_km_4069744785
7,BMW 7 серия 3.0 AT,2022,7800,21500000,седан,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_7_seriya_3.0_at_2022_7_800_km_4050399117
3,BMW X3 2.0 AT,2022,89488,5650000,внедорожник,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_x3_2.0_at_2022_89_488_km_3822619216
0,BMW 4 серия 2.0 AT,2018,84069,3400000,купе,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_4_seriya_2.0_at_2018_84_069_km_3962094323
1,BMW X7 4.4 AT,2023,0,21000000,внедорожник,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_x7_4.4_at_2023_3847481979
0,BMW 7 серия 4.4 AT,2016,157000,4490000,седан,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_7_seriya_4.4_at_2016_157_000_km_1772820098
1,BMW X3 2.0 AT,2021,71101,4815000,внедорожник,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_x3_2.0_at_2021_71_101_km_3889108320
5,BMW 3 серия 2.0 AT,2018,92700,2299000,седан,задний,бензин,https://www.avito.ru/moskva/avtomobili/bmw_3_seriya_2.0_at_2018_92_700_km_3747523486
1,BMW X3 2.0 AT,2013,78131,2170000,внедорожник,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_x3_2.0_at_2013_78_131_km_4171580007
0,BMW 3 серия 2.0 AT,2020,79161,3283000,седан,задний,дизель,https://www.avito.ru/moskva/avtomobili/bmw_3_seriya_2.0_at_2020_79_161_km_3836259648
4,BMW X6 3.0 AT,2023,40,15300000,внедорожник,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_x6_3.0_at_2023_40_km_4073588733
0,BMW X6 3.0 AT,2023,1,16500000,внедорожник,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_x6_3.0_at_2023_1_km_4056568365
5,BMW 7 серия 3.0 AT,2019,84000,6700000,седан,задний,гибрид,https://www.avito.ru/moskva/avtomobili/bmw_7_seriya_3.0_at_2019_84_000_km_3527888013
6,BMW M8 серия Gran Coupe 4.4 AT,2021,9500,18500000,седан,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_m8_seriya_gran_coupe_4.4_at_2021_9_500_km_3934122159
2,BMW 3 серия 1.6 AT,2014,119800,1529000,седан,задний,бензин,https://www.avito.ru/sankt-peterburg/avtomobili/bmw_3_seriya_1.6_at_2014_119_800_km_3711063779
4,BMW X6 M 4.4 AT,2023,5,22000000,внедорожник,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_x6_m_4.4_at_2023_5_km_3471962676
2,BMW 7 серия 4.4 AT,2015,107000,4600000,седан,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_7_seriya_4.4_at_2015_107_000_km_3966454756
3,BMW X5 3.0 AT,2022,17817,10497000,внедорожник,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_x5_3.0_at_2022_17_817_km_4069763148
1,BMW X7 3.0 AT,2023,0,17536000,внедорожник,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_x7_3.0_at_2023_3904226822
5,BMW 6 серия GT 3.0 AT,2019,122000,4000000,лифтбек,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_6_seriya_gt_3.0_at_2019_122_000_km_3988475621
14,BMW 5 серия 2.0 AT,2013,184332,1390000,седан,задний,бензин,https://www.avito.ru/moskva/avtomobili/bmw_5_seriya_2.0_at_2013_184_332_km_3857072411
2,BMW X6 3.0 AT,2020,119000,7670000,внедорожник,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_x6_3.0_at_2020_119_000_km_3750985317
7,BMW X6 3.0 AT,2012,184400,2300000,внедорожник,полный,бензин,https://www.avito.ru/krasnodar/avtomobili/bmw_x6_3.0_at_2012_184_400_km_4113734488
1,BMW 3 серия 2.0 AT,2016,109000,2095000,седан,полный,бензин,https://www.avito.ru/voronezh/avtomobili/bmw_3_seriya_2.0_at_2016_109_000_km_3606795853
7,BMW X3 2.0 AT,2022,535,5950000,внедорожник,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_x3_2.0_at_2022_535_km_3786964157
3,BMW X5 4.4 AT,2023,1600,16400000,внедорожник,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_x5_4.4_at_2023_1_600_km_4069744785
7,BMW 7 серия 3.0 AT,2022,7800,21500000,седан,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_7_seriya_3.0_at_2022_7_800_km_4050399117
3,BMW X3 2.0 AT,2022,89488,5650000,внедорожник,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_x3_2.0_at_2022_89_488_km_3822619216
0,BMW 4 серия 2.0 AT,2018,84069,3400000,купе,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_4_seriya_2.0_at_2018_84_069_km_3962094323
1,BMW X7 4.4 AT,2023,0,21000000,внедорожник,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_x7_4.4_at_2023_3847481979
0,BMW 7 серия 4.4 AT,2016,157000,4490000,седан,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_7_seriya_4.4_at_2016_157_000_km_1772820098
1,BMW X3 2.0 AT,2021,71101,4815000,внедорожник,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_x3_2.0_at_2021_71_101_km_3889108320
5,BMW 3 серия 2.0 AT,2018,92700,2299000,седан,задний,бензин,https://www.avito.ru/moskva/avtomobili/bmw_3_seriya_2.0_at_2018_92_700_km_3747523486
1,BMW X3 2.0 AT,2013,78131,2170000,внедорожник,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_x3_2.0_at_2013_78_131_km_4171580007
0,BMW 3 серия 2.0 AT,2020,79161,3283000,седан,задний,дизель,https://www.avito.ru/moskva/avtomobili/bmw_3_seriya_2.0_at_2020_79_161_km_3836259648
4,BMW X6 3.0 AT,2023,40,15300000,внедорожник,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_x6_3.0_at_2023_40_km_4073588733
0,BMW X6 3.0 AT,2023,1,16500000,внедорожник,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_x6_3.0_at_2023_1_km_4056568365
5,BMW 7 серия 3.0 AT,2019,84000,6700000,седан,задний,гибрид,https://www.avito.ru/moskva/avtomobili/bmw_7_seriya_3.0_at_2019_84_000_km_3527888013
6,BMW M8 серия Gran Coupe 4.4 AT,2021,9500,18500000,седан,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_m8_seriya_gran_coupe_4.4_at_2021_9_500_km_3934122159
2,BMW 3 серия 1.6 AT,2014,119800,1529000,седан,задний,бензин,https://www.avito.ru/sankt-peterburg/avtomobili/bmw_3_seriya_1.6_at_2014_119_800_km_3711063779
4,BMW X6 M 4.4 AT,2023,5,22000000,внедорожник,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_x6_m_4.4_at_2023_5_km_3471962676
2,BMW 7 серия 4.4 AT,2015,107000,4600000,седан,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_7_seriya_4.4_at_2015_107_000_km_3966454756
3,BMW X5 3.0 AT,2022,17817,10497000,внедорожник,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_x5_3.0_at_2022_17_817_km_4069763148
2,BMW 2 серия Active Tourer 1.5 AMT,2018,81934,2049000,минивэн,передний,бензин,https://www.avito.ru/sankt-peterburg/avtomobili/bmw_2_seriya_active_tourer_1.5_amt_2018_81_934_km_4019352264
2,BMW 5 серия 2.0 AT,2017,130000,4090000,седан,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_5_seriya_2.0_at_2017_130_000_km_3765905704
4,BMW X3 2.0 AT,2018,112000,3545000,внедорожник,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_x3_2.0_at_2018_112_000_km_3178897595
2,BMW X7 4.4 AT,2022,44500,17690000,внедорожник,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_x7_4.4_at_2022_44_500_km_3734529653
4,BMW X3 2.0 AT,2022,11700,7260000,внедорожник,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_x3_2.0_at_2022_11_700_km_3684847841
1,BMW 3 серия 2.0 AT,2020,36000,3499000,седан,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_3_seriya_2.0_at_2020_36_000_km_3385234388
0,BMW 7 серия 4.4 AT,2008,186435,1230000,седан,задний,бензин,https://www.avito.ru/moskva/avtomobili/bmw_7_seriya_4.4_at_2008_186_435_km_3962888147
1,BMW 1 серия 1.5 AT,2017,122000,1049000,хетчбэк,задний,бензин,https://www.avito.ru/moskva/avtomobili/bmw_1_seriya_1.5_at_2017_122_000_km_3951715805
1,BMW 5 серия GT 3.0 AT,2010,143000,1649000,лифтбек,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_5_seriya_gt_3.0_at_2010_143_000_km_3787385134
1,BMW X6 3.0 AT,2011,154800,1749000,внедорожник,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_x6_3.0_at_2011_154_800_km_3854776209
1,BMW 3 серия 2.0 AT,2020,134467,3190000,седан,задний,дизель,https://www.avito.ru/moskva/avtomobili/bmw_3_seriya_2.0_at_2020_134_467_km_4130550639
0,BMW X5 3.0 AT,2022,45700,8795000,внедорожник,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_x5_3.0_at_2022_45_700_km_3901324726
1,BMW 5 серия 2.0 AT,2015,115317,1495000,седан,задний,бензин,https://www.avito.ru/moskva/avtomobili/bmw_5_seriya_2.0_at_2015_115_317_km_3679688010
1,BMW 1 серия 1.6 AT,2014,149982,999000,хетчбэк,задний,бензин,https://www.avito.ru/moskva/avtomobili/bmw_1_seriya_1.6_at_2014_149_982_km_3962782974
4,BMW 5 серия 2.0 AT,2019,52912,2949000,седан,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_5_seriya_2.0_at_2019_52_912_km_4005944670
2,BMW X5 3.0 AT,2019,57500,7499999,внедорожник,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_x5_3.0_at_2019_57_500_km_3918365650
4,BMW X5 3.0 AT,2002,285000,800000,внедорожник,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_x5_3.0_at_2002_285_000_km_3786977103
1,BMW 5 серия 2.0 AT,2018,73000,3075900,седан,задний,бензин,https://www.avito.ru/moskva/avtomobili/bmw_5_seriya_2.0_at_2018_73_000_km_3849217526
3,BMW X3 2.0 AT,2019,112000,3890000,внедорожник,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_x3_2.0_at_2019_112_000_km_3895527828
2,BMW X6 3.0 AT,2016,111094,3945000,внедорожник,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_x6_3.0_at_2016_111_094_km_3943034074
0,BMW X6 4.4 AT,2020,61449,8495000,внедорожник,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_x6_4.4_at_2020_61_449_km_3952283033
1,BMW X3 2.0 AT,2020,94000,3721000,внедорожник,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_x3_2.0_at_2020_94_000_km_4051167159
0,BMW 5 серия 2.0 AT,2022,18000,5795000,седан,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_5_seriya_2.0_at_2022_18_000_km_3785215236
5,BMW 5 серия 2.0 AT,2015,128515,1749000,седан,задний,дизель,https://www.avito.ru/moskva/avtomobili/bmw_5_seriya_2.0_at_2015_128_515_km_4051062311
2,BMW X3 2.0 AT,2012,141492,1699000,внедорожник,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_x3_2.0_at_2012_141_492_km_3960231376
2,BMW 5 серия 2.0 AT,2017,130000,4090000,седан,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_5_seriya_2.0_at_2017_130_000_km_3765905704
4,BMW X3 2.0 AT,2018,112000,3545000,внедорожник,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_x3_2.0_at_2018_112_000_km_3178897595
2,BMW X7 4.4 AT,2022,44500,17690000,внедорожник,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_x7_4.4_at_2022_44_500_km_3734529653
4,BMW X3 2.0 AT,2022,11700,7260000,внедорожник,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_x3_2.0_at_2022_11_700_km_3684847841
0,BMW 1 серия 1.6 AT,2011,104890,1030000,хетчбэк,задний,бензин,https://www.avito.ru/krasnodar/avtomobili/bmw_1_seriya_1.6_at_2011_104_890_km_3575870986
6,BMW X5 2.0 AT,2020,52140,7849000,внедорожник,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_x5_2.0_at_2020_52_140_km_3897323408
5,BMW X5 3.0 AT,2016,103349,3722000,внедорожник,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_x5_3.0_at_2016_103_349_km_3807615616
6,BMW 6 серия GT 3.0 AT,2020,84000,5699999,лифтбек,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_6_seriya_gt_3.0_at_2020_84_000_km_3872114554
2,BMW 3 серия GT 2.0 AT,2017,121423,3200000,лифтбек,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_3_seriya_gt_2.0_at_2017_121_423_km_4140167876
1,BMW 3 серия 2.0 AT,2020,36000,3499000,седан,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_3_seriya_2.0_at_2020_36_000_km_3385234388
0,BMW 7 серия 4.4 AT,2008,186435,1230000,седан,задний,бензин,https://www.avito.ru/moskva/avtomobili/bmw_7_seriya_4.4_at_2008_186_435_km_3962888147
1,BMW 1 серия 1.5 AT,2017,122000,1049000,хетчбэк,задний,бензин,https://www.avito.ru/moskva/avtomobili/bmw_1_seriya_1.5_at_2017_122_000_km_3951715805
1,BMW 5 серия GT 3.0 AT,2010,143000,1649000,лифтбек,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_5_seriya_gt_3.0_at_2010_143_000_km_3787385134
1,BMW X6 3.0 AT,2011,154800,1749000,внедорожник,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_x6_3.0_at_2011_154_800_km_3854776209
1,BMW 3 серия 2.0 AT,2020,134467,3190000,седан,задний,дизель,https://www.avito.ru/moskva/avtomobili/bmw_3_seriya_2.0_at_2020_134_467_km_4130550639
0,BMW X5 3.0 AT,2022,45700,8795000,внедорожник,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_x5_3.0_at_2022_45_700_km_3901324726
1,BMW 5 серия 2.0 AT,2015,115317,1495000,седан,задний,бензин,https://www.avito.ru/moskva/avtomobili/bmw_5_seriya_2.0_at_2015_115_317_km_3679688010
1,BMW 1 серия 1.6 AT,2014,149982,999000,хетчбэк,задний,бензин,https://www.avito.ru/moskva/avtomobili/bmw_1_seriya_1.6_at_2014_149_982_km_3962782974
4,BMW 5 серия 2.0 AT,2019,52912,2949000,седан,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_5_seriya_2.0_at_2019_52_912_km_4005944670
2,BMW X5 3.0 AT,2019,57500,7499999,внедорожник,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_x5_3.0_at_2019_57_500_km_3918365650
4,BMW X5 3.0 AT,2002,285000,800000,внедорожник,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_x5_3.0_at_2002_285_000_km_3786977103
1,BMW 5 серия 2.0 AT,2018,73000,3075900,седан,задний,бензин,https://www.avito.ru/moskva/avtomobili/bmw_5_seriya_2.0_at_2018_73_000_km_3849217526
3,BMW X3 2.0 AT,2019,112000,3890000,внедорожник,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_x3_2.0_at_2019_112_000_km_3895527828
2,BMW X6 3.0 AT,2016,111094,3945000,внедорожник,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_x6_3.0_at_2016_111_094_km_3943034074
0,BMW X6 4.4 AT,2020,61449,8495000,внедорожник,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_x6_4.4_at_2020_61_449_km_3952283033
1,BMW X3 2.0 AT,2020,94000,3721000,внедорожник,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_x3_2.0_at_2020_94_000_km_4051167159
0,BMW 5 серия 2.0 AT,2022,18000,5795000,седан,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_5_seriya_2.0_at_2022_18_000_km_3785215236
5,BMW 5 серия 2.0 AT,2015,128515,1749000,седан,задний,дизель,https://www.avito.ru/moskva/avtomobili/bmw_5_seriya_2.0_at_2015_128_515_km_4051062311
2,BMW X3 2.0 AT,2012,141492,1699000,внедорожник,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_x3_2.0_at_2012_141_492_km_3960231376
0,BMW 7 серия 3.0 AT,2019,59739,8500000,седан,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_7_seriya_3.0_at_2019_59_739_km_3895882584
4,BMW 1 серия 2.0 AT,2019,87000,2650000,хетчбэк,задний,дизель,https://www.avito.ru/moskva/avtomobili/bmw_1_seriya_2.0_at_2019_87_000_km_3900229220
1,BMW 5 серия 2.0 AT,2013,104000,1695000,седан,задний,дизель,https://www.avito.ru/moskva/avtomobili/bmw_5_seriya_2.0_at_2013_104_000_km_4055833794
0,BMW 7 серия 3.0 AT,2020,46185,6300000,седан,задний,дизель,https://www.avito.ru/moskva/avtomobili/bmw_7_seriya_3.0_at_2020_46_185_km_3824941849
4,BMW X5 3.0 AT,2019,95000,6900000,внедорожник,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_x5_3.0_at_2019_95_000_km_3908461157
5,BMW 5 серия 3.0 AT,2015,98643,2049000,седан,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_5_seriya_3.0_at_2015_98_643_km_4273764304
1,BMW Z4 2.0 AT,2015,102000,2650000,кабриолет,задний,бензин,https://www.avito.ru/moskva/avtomobili/bmw_z4_2.0_at_2015_102_000_km_3941401617
2,BMW X6 3.0 AT,2020,44000,9975000,внедорожник,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_x6_3.0_at_2020_44_000_km_3721439679
5,BMW 1 серия 1.6 AT,2011,155000,995000,хетчбэк,задний,бензин,https://www.avito.ru/moskva/avtomobili/bmw_1_seriya_1.6_at_2011_155_000_km_3918342978
5,BMW 2 серия Gran Coupe 2.0 AT,2020,68100,2920000,седан,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_2_seriya_gran_coupe_2.0_at_2020_68_100_km_3781881981
0,BMW 1 серия 1.5 AMT,2018,64301,1999000,седан,передний,бензин,https://www.avito.ru/moskva/avtomobili/bmw_1_seriya_1.5_amt_2018_64_301_km_3900172332
0,BMW 5 серия 2.0 AT,2012,183144,1868000,седан,задний,бензин,https://www.avito.ru/krasnodar/avtomobili/bmw_5_seriya_2.0_at_2012_183_144_km_3920315620
1,BMW X3 2.0 AT,2012,149300,1695000,внедорожник,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_x3_2.0_at_2012_149_300_km_3875423353
1,BMW X3 2.0 AT,2018,151000,3095000,внедорожник,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_x3_2.0_at_2018_151_000_km_3571708743
0,BMW X5 3.0 AT,2024,100,14400000,внедорожник,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_x5_3.0_at_2024_100_km_3820849407
1,BMW 5 серия 2.0 AT,2023,50,11400000,седан,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_5_seriya_2.0_at_2023_50_km_3671468547
0,BMW 3 серия 2.0 AT,2014,128381,2169000,седан,задний,бензин,https://www.avito.ru/moskva/avtomobili/bmw_3_seriya_2.0_at_2014_128_381_km_3895323439
0,BMW X4 2.0 AT,2015,102600,2647000,внедорожник,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_x4_2.0_at_2015_102_600_km_4081989391
0,BMW 7 серия 3.0 AT,2019,42500,7065000,седан,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_7_seriya_3.0_at_2019_42_500_km_3755015782
0,BMW 3 серия 2.0 AT,2016,130701,2400000,седан,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_3_seriya_2.0_at_2016_130_701_km_3923963601
